id,sport_id,country_id,nationality_id,city_id,position_id,detailed_position_id,type_id,common_name,firstname,lastname,name,display_name,image_path,height,weight,date_of_birth,gender
1041,1,462,491,63475.0,,,25,A. Bruce,Alex,Bruce,Alex Bruce,Alex Bruce,https://cdn.sportmonks.com/images/soccer/players/17/1041.png,180.0,73.0,1984-09-28,male
1048,1,2,2,83327.0,,,24,A. Boruc,Artur,Boruc,Artur Boruc,Artur Boruc,https://cdn.sportmonks.com/images/soccer/players/24/1048.png,193.0,87.0,1980-02-20,male
1056,1,462,5724,51663.0,25.0,148.0,25,S. Caulker,Steven Roy,Caulker,Steven Roy Caulker,Steven Caulker,https://cdn.sportmonks.com/images/soccer/players/0/1056.png,191.0,76.0,1991-12-29,male
1066,1,462,462,,25.0,,25,A. Tate,Alan,Tate,Alan Tate,Alan Tate,https://cdn.sportmonks.com/images/soccer/placeholder.png,185.0,84.0,1982-09-02,male
1069,1,1161,1161,,24.0,24.0,24,A. McGregor,Allan,McGregor,Allan McGregor,Allan McGregor,https://cdn.sportmonks.com/images/soccer/players/13/1069.png,183.0,74.0,1982-01-31,male
1073,1,462,462,86553.0,27.0,151.0,27,A. Le Fondre,Adam,Le Fondre,Adam Le Fondre,Adam Le Fondre,https://cdn.sportmonks.com/images/soccer/placeholder.png,180.0,73.0,1986-12-02,male
1078,1,1161,1161,32192.0,25.0,155.0,25,A. Robertson,Andrew,Robertson,Andrew Robertson,Andrew Robertson,https://cdn.sportmonks.com/images/soccer/players/22/1078.png,178.0,64.0,1994-03-11,male
1080,1,455,455,,221.0,,221,N. Hunt,Noel,Hunt,Noel Hunt,Noel Hunt,https://cdn.sportmonks.com/images/soccer/players/24/1080.png,173.0,74.0,1982-12-26,male
1105,1,462,716,51663.0,27.0,156.0,26,O. Aluko,Omatsone Folarin,Aluko,Omatsone Folarin Aluko,Sone Aluko,https://cdn.sportmonks.com/images/soccer/players/17/1105.png,173.0,62.0,1989-02-19,male
1111,1,200,200,,25.0,,25,P. N'Diaye Souaré,Pape,N'Diaye Souaré,Pape N'Diaye Souaré,Pape Souaré,https://cdn.sportmonks.com/images/soccer/players/23/1111.png,178.0,69.0,1990-06-06,male
1114,1,47,47,54689.0,27.0,156.0,27,D. Moberg-Karlsson,David,Moberg-Karlsson,David Moberg-Karlsson,David Baltase,https://cdn.sportmonks.com/images/soccer/players/26/1114.png,179.0,74.0,1994-03-20,male
1122,1,462,462,52105.0,27.0,,27,G. Hooper,Gary,Hooper,Gary Hooper,Gary Hooper,https://cdn.sportmonks.com/images/soccer/players/2/1122.png,177.0,71.0,1988-01-26,male
1130,1,462,515,2483.0,27.0,,27,S. Church,Simon,Church,Simon Church,Simon Church,https://cdn.sportmonks.com/images/soccer/players/10/1130.png,183.0,84.0,1988-12-10,male
1134,1,455,455,,27.0,151.0,27,C. Sammon,Conor,Sammon,Conor Sammon,Conor Sammon,https://cdn.sportmonks.com/images/soccer/players/14/1134.png,188.0,80.0,1986-11-06,male
1138,1,32,32,,25.0,,25,A. López Rodríguez,Adrián,López Rodríguez,Adrián López Rodríguez,Piscu,https://cdn.sportmonks.com/images/soccer/players/18/1138.png,184.0,75.0,1987-02-25,male
1142,1,1161,1161,,26.0,,26,J. Ness,Jamie,Ness,Jamie Ness,Jamie Ness,https://cdn.sportmonks.com/images/soccer/placeholder.png,177.0,72.0,1991-03-02,male
1144,1,491,491,,221.0,,25,G. McAuley,Gareth,McAuley,Gareth McAuley,Gareth McAuley,https://cdn.sportmonks.com/images/soccer/players/24/1144.png,191.0,90.0,1979-12-05,male
1172,1,1179,1179,60614.0,26.0,149.0,26,V. Wanyama,Victor,Wanyama,Victor Wanyama,Victor Wanyama,https://cdn.sportmonks.com/images/soccer/players/20/1172.png,184.0,80.0,1991-06-25,male
1179,1,462,462,51663.0,27.0,151.0,27,D. Gayle,Dwight,Gayle,Dwight Gayle,Dwight Gayle,https://cdn.sportmonks.com/images/soccer/players/27/1179.png,174.0,78.0,1989-10-17,male
1192,1,1640,1004,44509.0,27.0,,27,S. Jackson,Simeon,Jackson,Simeon Jackson,Simeon Jackson,https://cdn.sportmonks.com/images/soccer/players/8/1192.png,173.0,72.0,1987-03-28,male
1201,1,515,515,,25.0,154.0,25,A. Matthews,Adam,Matthews,Adam Matthews,Adam Matthews,https://cdn.sportmonks.com/images/soccer/players/17/1201.png,178.0,71.0,1992-01-13,male
1207,1,38,38,,25.0,,25,J. Hooiveld,Jos,Hooiveld,Jos Hooiveld,Jos Hooiveld,https://cdn.sportmonks.com/images/soccer/players/23/1207.png,193.0,86.0,1983-04-22,male
1214,1,462,462,99222.0,,,27,N. Maynard,Nicky,Maynard,Nicky Maynard,Nicky Maynard,https://cdn.sportmonks.com/images/soccer/placeholder.png,180.0,70.0,1986-12-11,male
1217,1,17,23,65653.0,25.0,,25,G. Demel,Guy Roland,Demel,Guy Roland Demel,Guy Demel,https://cdn.sportmonks.com/images/soccer/players/1/1217.png,188.0,88.0,1981-06-13,male
1226,1,1161,1161,,221.0,221.0,24,D. Marshall,David,Marshall,David Marshall,Txiki Acaz,https://cdn.sportmonks.com/images/soccer/players/10/1226.png,187.0,83.0,1985-03-05,male
1233,1,515,515,,25.0,155.0,25,D. John,Declan,John,Declan John,Declan John,https://cdn.sportmonks.com/images/soccer/players/17/1233.png,178.0,75.0,1995-06-30,male
1238,1,125,125,101460.0,25.0,154.0,26,C. Mavrias,Charalampos,Mavrias,Charalampos Mavrias,Charalampos Mavrias,https://cdn.sportmonks.com/images/soccer/players/22/1238.png,178.0,,1994-02-21,male
1241,1,462,462,37359.0,24.0,24.0,24,F. Forster,Fraser,Forster,Fraser Forster,Fraser Forster,https://cdn.sportmonks.com/images/soccer/players/25/1241.png,201.0,93.0,1988-03-17,male
1256,1,1739,1739,,25.0,155.0,25,B. Oviedo,Bryan,Oviedo,Bryan Oviedo,Bryan Oviedo,https://cdn.sportmonks.com/images/soccer/players/8/1256.png,172.0,60.0,1990-02-18,male
1264,1,1161,1161,,221.0,,26,D. Cowie,Don,Cowie,Don Cowie,D. Cowie,https://cdn.sportmonks.com/images/soccer/players/16/1264.png,178.0,74.0,1983-02-15,male
1265,1,462,462,13590.0,24.0,24.0,24,J. Lewis,Joe,Lewis,Joe Lewis,Joe Lewis,https://cdn.sportmonks.com/images/soccer/players/17/1265.png,198.0,85.0,1987-10-06,male
1282,1,38,38,36614.0,26.0,,26,R. van der Vaart,Rafael,van der Vaart,Rafael van der Vaart,Rafael van der Vaart,https://cdn.sportmonks.com/images/soccer/players/2/1282.png,176.0,74.0,1983-02-11,male
1298,1,462,462,51090.0,27.0,151.0,27,C. McAleny,Conor,McAleny,Conor McAleny,Conor McAleny,https://cdn.sportmonks.com/images/soccer/players/18/1298.png,178.0,78.0,1992-08-12,male
1334,1,3995,1161,57678.0,,,26,S. Maloney,Shaun,Maloney,Shaun Maloney,Shaun Maloney,https://cdn.sportmonks.com/images/soccer/players/22/1334.png,170.0,70.0,1983-01-24,male
1337,1,515,515,,26.0,,26,J. Ledley,Joe,Ledley,Joe Ledley,Joe Ledley,https://cdn.sportmonks.com/images/soccer/players/25/1337.png,183.0,73.0,1987-01-23,male
1364,1,1161,1161,,24.0,,24,N. Alexander,Neil,Alexander,Neil Alexander,Neil Alexander,https://cdn.sportmonks.com/images/soccer/placeholder.png,185.0,73.0,1978-03-10,male
1381,1,462,1161,99222.0,25.0,,25,D. Fox,Danny,Fox,Danny Fox,Danny Fox,https://cdn.sportmonks.com/images/soccer/players/5/1381.png,183.0,79.0,1986-05-29,male
1394,1,1640,1640,44509.0,27.0,152.0,26,R. Aarons,Rolando,Aarons,Rolando Aarons,Rolando Aarons,https://cdn.sportmonks.com/images/soccer/players/18/1394.png,178.0,76.0,1995-11-16,male
1414,1,462,515,62163.0,25.0,155.0,25,P. Dummett,Paul,Dummett,Paul Dummett,Paul Dummett,https://cdn.sportmonks.com/images/soccer/players/6/1414.png,183.0,82.0,1991-09-26,male
1415,1,455,455,,25.0,148.0,25,S. Duffy,Shane,Duffy,Shane Duffy,Shane Duffy,https://cdn.sportmonks.com/images/soccer/players/7/1415.png,193.0,76.0,1992-01-01,male
1424,1,462,462,6776.0,25.0,,25,D. Seaborne,Danny,Seaborne,Danny Seaborne,Daniel Seaborne,https://cdn.sportmonks.com/images/soccer/placeholder.png,183.0,74.0,1987-03-05,male
1434,1,17,614,58854.0,26.0,153.0,26,M. Abeid,Mehdi,Abeid,Mehdi Abeid,M. Abeid,https://cdn.sportmonks.com/images/soccer/players/26/1434.png,178.0,77.0,1992-08-06,male
1439,1,556,556,,221.0,226.0,25,A. Boyata,Anga Dedryck,Boyata,Anga Dedryck Boyata,Germán Gonzalo Cabrera,https://cdn.sportmonks.com/images/soccer/players/31/1439.png,188.0,84.0,1990-11-28,male
1442,1,1161,1004,,26.0,153.0,26,S. Arfield,Scott,Arfield,Scott Arfield,Scott Arfield,https://cdn.sportmonks.com/images/soccer/players/2/1442.png,178.0,70.0,1988-11-01,male
1447,1,462,462,85225.0,27.0,151.0,27,Lukas Jutkiewicz,Lukas,Jutkiewicz,Lukas Jutkiewicz,Lukas Jutkiewicz,https://cdn.sportmonks.com/images/soccer/players/7/1447.png,185.0,76.0,1989-03-28,male
1449,1,455,455,,24.0,24.0,24,D. Randolph,Darren,Randolph,Darren Randolph,Darren Randolph,https://cdn.sportmonks.com/images/soccer/players/9/1449.png,187.0,98.0,1987-05-12,male
1462,1,462,462,12268.0,24.0,24.0,24,J. Butland,Jack,Butland,Jack Butland,Jack Butland,https://cdn.sportmonks.com/images/soccer/players/22/1462.png,196.0,95.0,1993-03-10,male
1487,1,556,556,,25.0,,25,J. Denayer,Jason,Denayer,Jason Denayer,Jason Denayer,https://cdn.sportmonks.com/images/soccer/players/15/1487.png,184.0,70.0,1995-06-28,male
1488,1,716,716,66263.0,27.0,151.0,27,K. Iheanacho,Kelechi Promise,Iheanacho,Kelechi Promise Iheanacho,Kelechi Iheanacho,https://cdn.sportmonks.com/images/soccer/players/16/1488.png,185.0,82.0,1996-10-03,male
1512,1,821,821,13134.0,26.0,149.0,26,G. Bigirimana,Gaël,Bigirimana,Gaël Bigirimana,Gaël Bigirimana,https://cdn.sportmonks.com/images/soccer/players/8/1512.png,173.0,71.0,1993-10-22,male
1573,1,468,468,312.0,25.0,148.0,26,D. Amartey,Daniel,Amartey,Daniel Amartey,Daniel Amartey,https://cdn.sportmonks.com/images/soccer/players/5/1573.png,186.0,79.0,1994-12-21,male
1577,1,2,2,,,,221,M. Saganowski,Marek,Saganowski,Marek Saganowski,Marek Saganowski,https://cdn.sportmonks.com/images/soccer/players/9/1577.png,178.0,81.0,1978-10-31,male
1591,1,2817,2817,,27.0,,27,R. Fallon,Rory,Fallon,Rory Fallon,Rory Fallon,https://cdn.sportmonks.com/images/soccer/players/23/1591.png,193.0,74.0,1982-03-20,male
1595,1,462,462,,25.0,,25,I. Iriekpen,Izzy,Iriekpen,Izzy Iriekpen,Izzy Iriekpen,https://cdn.sportmonks.com/images/soccer/placeholder.png,185.0,77.0,1982-05-14,male
1600,1,462,462,62218.0,,221.0,221,L. Johnson,Lee,Johnson,Lee Johnson,Lee Johnson,https://cdn.sportmonks.com/images/soccer/placeholder.png,168.0,66.0,1981-06-07,male
1612,1,1161,1161,,27.0,,27,K. Kyle,Kevin Alistair,Kyle,Kevin Alistair Kyle,Kevin Kyle,https://cdn.sportmonks.com/images/soccer/placeholder.png,193.0,83.0,1981-06-07,male
1621,1,455,455,,221.0,221.0,221,J. Goodwin,Jim,Goodwin,Jim Goodwin,J. Goodwin,https://cdn.sportmonks.com/images/soccer/placeholder.png,175.0,77.0,1981-11-20,male
1628,1,1161,1161,,25.0,155.0,25,S. Kingsley,Stephen,Kingsley,Stephen Kingsley,Stephen Kingsley,https://cdn.sportmonks.com/images/soccer/players/28/1628.png,178.0,67.0,1994-07-23,male
1661,1,2088,38,67136.0,27.0,,27,M. de Vries,Mark,de Vries,Mark de Vries,Mark de Vries,https://cdn.sportmonks.com/images/soccer/placeholder.png,191.0,87.0,1975-08-24,male
1664,1,146,1161,,26.0,,26,B. O'Brien,Burton,O'Brien,Burton O'Brien,Burton O'Brien,https://cdn.sportmonks.com/images/soccer/placeholder.png,178.0,74.0,1981-06-10,male
1702,1,455,455,,,,27,S. Elliott,Stephen,Elliott,Stephen Elliott,Stephen Elliott,https://cdn.sportmonks.com/images/soccer/placeholder.png,176.0,74.0,1984-01-06,male
1712,1,3483,3483,,25.0,148.0,25,C. Carter-Vickers,Cameron,Carter-Vickers,Cameron Carter-Vickers,Cameron Carter-Vickers,https://cdn.sportmonks.com/images/soccer/players/16/1712.png,183.0,92.0,1997-12-31,male
1713,1,5618,5618,82736.0,26.0,149.0,26,Z. Zheng,Zhi,Zheng,Zhi Zheng,Zhi Zheng,https://cdn.sportmonks.com/images/soccer/players/17/1713.png,180.0,75.0,1980-08-20,male
1715,1,491,491,,27.0,,27,S. Jones,Steve,Jones,Steve Jones,Steve Jones,https://cdn.sportmonks.com/images/soccer/placeholder.png,178.0,65.0,1976-10-25,male
1724,1,1161,1161,,221.0,,221,G. Rae,Gavin,Rae,Gavin Rae,Gavin Rae,https://cdn.sportmonks.com/images/soccer/players/28/1724.png,180.0,65.0,1977-11-28,male
1730,1,17,17,13977.0,25.0,,25,Y. Mawene,Youl,Mawene,Youl Mawene,Youl Mawene,https://cdn.sportmonks.com/images/soccer/placeholder.png,186.0,83.0,1979-07-16,male
1738,1,320,320,,,,26,V. Fischer,Viktor,Fischer,Viktor Fischer,Viktor Fischer,https://cdn.sportmonks.com/images/soccer/players/10/1738.png,181.0,80.0,1994-06-09,male
1740,1,320,320,87469.0,24.0,24.0,24,J. Haugaard,Jakob,Haugaard,Jakob Haugaard,Jakob Haugaard,https://cdn.sportmonks.com/images/soccer/players/12/1740.png,199.0,87.0,1992-05-01,male
1742,1,1161,1161,,221.0,221.0,221,C. Davidson,Callum,Davidson,Callum Davidson,Callum Davidson,https://cdn.sportmonks.com/images/soccer/players/14/1742.png,177.0,84.0,1976-06-25,male
1743,1,38,38,11824.0,25.0,,25,V. van Dijk,Virgil,van Dijk,Virgil van Dijk,Virgil van Dijk,https://cdn.sportmonks.com/images/soccer/players/15/1743.png,195.0,92.0,1991-07-08,male
1757,1,462,462,73429.0,26.0,,26,T. Soares,Tom,Soares,Tom Soares,Tom Soares,https://cdn.sportmonks.com/images/soccer/players/29/1757.png,183.0,72.0,1986-07-10,male
1788,1,1161,1161,,,,221,B. Nicholson,Barry,Nicholson,Barry Nicholson,Barry Nicholson,https://cdn.sportmonks.com/images/soccer/players/28/1788.png,170.0,58.0,1978-08-24,male
1799,1,462,462,53964.0,27.0,156.0,26,D. Watmore,Duncan,Watmore,Duncan Watmore,Duncan Watmore,https://cdn.sportmonks.com/images/soccer/players/7/1799.png,175.0,,1994-03-08,male
1836,1,491,491,,27.0,,27,K. Lafferty,Kyle,Lafferty,Kyle Lafferty,Kyle Lafferty,https://cdn.sportmonks.com/images/soccer/players/12/1836.png,193.0,71.0,1987-09-16,male
1840,1,1161,1161,,26.0,149.0,26,K. McDonald,Kevin,McDonald,Kevin McDonald,K. McDonald,https://cdn.sportmonks.com/images/soccer/players/16/1840.png,192.0,95.0,1988-11-04,male
1844,1,462,462,6997.0,27.0,,27,R. Vine,Rowan,Vine,Rowan Vine,Rowan Vine,https://cdn.sportmonks.com/images/soccer/players/20/1844.png,185.0,75.0,1983-09-21,male
1854,1,245,245,,25.0,,25,R. Skacel,Rudolf,Skacel,Rudolf Skacel,Rudolf Skacel,https://cdn.sportmonks.com/images/soccer/placeholder.png,177.0,77.0,1979-07-17,male
1874,1,320,320,,27.0,,27,K. Christensen,Kim,Christensen,Kim Christensen,Kim Christensen,https://cdn.sportmonks.com/images/soccer/placeholder.png,191.0,,1980-08-05,male
1898,1,320,320,,27.0,,27,M. Nygaard,Marc Stephen Griffith,Nygaard,Marc Stephen Griffith Nygaard,Marc Nygaard,https://cdn.sportmonks.com/images/soccer/placeholder.png,196.0,94.0,1976-09-01,male
1912,1,462,462,53964.0,27.0,,27,S. Vernon,Scott,Vernon,Scott Vernon,Scott Vernon,https://cdn.sportmonks.com/images/soccer/players/24/1912.png,185.0,73.0,1983-12-13,male
1919,1,462,462,51663.0,27.0,,27,D. Haynes,Danny,Haynes,Danny Haynes,Danny Haynes,https://cdn.sportmonks.com/images/soccer/placeholder.png,180.0,78.0,1988-01-19,male
1934,1,462,462,33869.0,,,221,A. Sodje,Akpo,Sodje,Akpo Sodje,Akpo Sodje,https://cdn.sportmonks.com/images/soccer/placeholder.png,188.0,79.0,1980-01-31,male
1935,1,491,491,,26.0,,221,I. Sproule,Ivan,Sproule,Ivan Sproule,Ivan Sproule,https://cdn.sportmonks.com/images/soccer/placeholder.png,173.0,74.0,1981-02-18,male
1945,1,38,38,89377.0,25.0,,25,R. van der Schaaf,Remco,van der Schaaf,Remco van der Schaaf,Remco van der Schaaf,https://cdn.sportmonks.com/images/soccer/placeholder.png,186.0,77.0,1979-02-28,male
1967,1,462,462,51663.0,25.0,,25,L. Fontaine,Liam,Fontaine,Liam Fontaine,Liam Fontaine,https://cdn.sportmonks.com/images/soccer/players/15/1967.png,180.0,74.0,1986-01-07,male
1973,1,320,320,,25.0,,25,M. Albrechtsen,Martin,Albrechtsen,Martin Albrechtsen,Martin Albrechtsen,https://cdn.sportmonks.com/images/soccer/players/21/1973.png,188.0,90.0,1980-03-31,male
2026,1,462,462,98715.0,27.0,,27,L. Croft,Lee,Croft,Lee Croft,Lee Croft,https://cdn.sportmonks.com/images/soccer/players/10/2026.png,175.0,81.0,1985-06-21,male
2028,1,462,455,51663.0,24.0,,24,G. Stack,Graham,Stack,Graham Stack,Graham Stack,https://cdn.sportmonks.com/images/soccer/placeholder.png,188.0,79.0,1981-09-26,male
2035,1,1161,1161,,26.0,,26,C. Clark,Chris,Clark,Chris Clark,Chris Clark,https://cdn.sportmonks.com/images/soccer/placeholder.png,173.0,71.0,1980-09-15,male
2036,1,1161,1161,,,,221,J. Paterson,Jim,Paterson,Jim Paterson,Jim Paterson,https://cdn.sportmonks.com/images/soccer/placeholder.png,175.0,81.0,1979-09-25,male
2077,1,462,462,68099.0,,,221,L. Guy,Lewis,Guy,Lewis Guy,Lewis Guy,https://cdn.sportmonks.com/images/soccer/placeholder.png,175.0,66.0,1985-08-22,male
2084,1,462,462,51090.0,27.0,,27,S. Davies,Steve,Davies,Steve Davies,Steven Davies,https://cdn.sportmonks.com/images/soccer/players/4/2084.png,185.0,73.0,1987-12-29,male
2086,1,1161,1161,,26.0,153.0,26,M. Woods,Martin,Woods,Martin Woods,Martin Woods,https://cdn.sportmonks.com/images/soccer/players/6/2086.png,175.0,78.0,1986-01-01,male
2091,1,462,1161,63537.0,26.0,,26,K. Commons,Kris,Commons,Kris Commons,Kris Commons,https://cdn.sportmonks.com/images/soccer/players/11/2091.png,168.0,60.0,1983-08-30,male
2125,1,462,1640,9576.0,27.0,,27,T. Robinson,Theo,Robinson,Theo Robinson,Theo Robinson,https://cdn.sportmonks.com/images/soccer/players/13/2125.png,175.0,64.0,1989-01-22,male
2126,1,462,716,44255.0,,,221,E. Showunmi,Enoch Olusesan,Showunmi,Enoch Olusesan Showunmi,Enoch Showunmi,https://cdn.sportmonks.com/images/soccer/placeholder.png,196.0,93.0,1982-04-21,male
2151,1,1161,1161,,26.0,,26,M. Fotheringham,Mark,Fotheringham,Mark Fotheringham,Mark Fotheringham,https://cdn.sportmonks.com/images/soccer/placeholder.png,178.0,76.0,1983-10-22,male
2157,1,491,491,,26.0,,26,S. Clingan,Sammy,Clingan,Sammy Clingan,Sammy Clingan,https://cdn.sportmonks.com/images/soccer/players/13/2157.png,180.0,73.0,1984-01-13,male
2161,1,17,17,,,,221,G. Beuzelin,Guillaume,Beuzelin,Guillaume Beuzelin,Guillaume Beuzelin,https://cdn.sportmonks.com/images/soccer/placeholder.png,184.0,76.0,1979-04-14,male
2190,1,1161,1161,,,,25,K. McNaughton,Kevin,McNaughton,Kevin McNaughton,Kevin McNaughton,https://cdn.sportmonks.com/images/soccer/placeholder.png,178.0,66.0,1982-08-28,male
2192,1,38,38,23757.0,25.0,,25,G. Loovens,Glenn,Loovens,Glenn Loovens,Glenn Loovens,https://cdn.sportmonks.com/images/soccer/players/16/2192.png,177.0,74.0,1983-09-22,male
2228,1,1161,1161,,,,221,K. Miller,Kenny,Miller,Kenny Miller,Kenny Miller,https://cdn.sportmonks.com/images/soccer/players/20/2228.png,178.0,71.0,1979-12-23,male
2234,1,401,401,,26.0,,26,F. Kiss,Filip,Kiss,Filip Kiss,Filip Kiss,https://cdn.sportmonks.com/images/soccer/players/26/2234.png,189.0,89.0,1990-10-13,male
2257,1,455,455,,24.0,,24,C. Logan,Conrad,Logan,Conrad Logan,Conrad Logan,https://cdn.sportmonks.com/images/soccer/players/17/2257.png,188.0,89.0,1986-04-18,male
2259,1,1161,1161,,221.0,,26,C. Burke,Chris,Burke,Chris Burke,C. Burke,https://cdn.sportmonks.com/images/soccer/players/19/2259.png,175.0,68.0,1983-12-02,male
2262,1,455,455,,27.0,151.0,27,A. Rooney,Adam,Rooney,Adam Rooney,Adam Rooney,https://cdn.sportmonks.com/images/soccer/players/22/2262.png,178.0,77.0,1988-04-21,male
2274,1,1161,1161,,25.0,,25,G. Greer,Gordon,Greer,Gordon Greer,Gordon Greer,https://cdn.sportmonks.com/images/soccer/players/2/2274.png,192.0,85.0,1980-12-14,male
2278,1,455,455,,27.0,,27,B. Clarke,Billy,Clarke,Billy Clarke,Billy Clarke,https://cdn.sportmonks.com/images/soccer/placeholder.png,170.0,64.0,1987-12-13,male
2302,1,455,455,,26.0,,26,G. Dicker,Gary,Dicker,Gary Dicker,Gary Dicker,https://cdn.sportmonks.com/images/soccer/players/30/2302.png,188.0,76.0,1986-07-31,male
2311,1,23,23,40773.0,,,25,S. Bamba,Souleymane,Bamba,Souleymane Bamba,Sol Bamba,https://cdn.sportmonks.com/images/soccer/players/7/2311.png,190.0,90.0,1985-01-13,male
2315,1,1161,1161,,25.0,,25,P. Dixon,Paul,Dixon,Paul Dixon,Paul Dixon,https://cdn.sportmonks.com/images/soccer/players/11/2315.png,178.0,71.0,1986-11-22,male
2320,1,1161,491,,221.0,221.0,221,J. McPake,James,McPake,James McPake,James McPake,https://cdn.sportmonks.com/images/soccer/players/16/2320.png,189.0,80.0,1984-06-24,male
2325,1,1161,1161,,26.0,,26,C. Conway,Craig,Conway,Craig Conway,Craig Conway,https://cdn.sportmonks.com/images/soccer/placeholder.png,187.0,83.0,1985-05-02,male
2333,1,1161,1161,,,,26,C. Bryson,Craig,Bryson,Craig Bryson,Craig Bryson,https://cdn.sportmonks.com/images/soccer/players/29/2333.png,170.0,60.0,1986-11-06,male
2337,1,1161,1161,,27.0,156.0,27,J. Russell,Johnny,Russell,Johnny Russell,Johnny Russell,https://cdn.sportmonks.com/images/soccer/players/1/2337.png,178.0,79.0,1990-04-08,male
2342,1,462,462,78328.0,27.0,156.0,26,K. Higginbotham,Kallum,Higginbotham,Kallum Higginbotham,Kallum Higginbotham,https://cdn.sportmonks.com/images/soccer/players/6/2342.png,180.0,68.0,1989-06-15,male
2344,1,462,455,49373.0,26.0,157.0,26,A. White,Aidan,White,Aidan White,Aidan White,https://cdn.sportmonks.com/images/soccer/players/8/2344.png,173.0,61.0,1991-10-10,male
2348,1,1161,1161,,27.0,,27,R. McCormack,Ross,McCormack,Ross McCormack,Ross McCormack,https://cdn.sportmonks.com/images/soccer/players/12/2348.png,175.0,74.0,1986-08-18,male
2356,1,1796,1796,1057.0,27.0,,27,B. Bergmann Sigurðarson,Björn,Bergmann Sigurðarson,Björn Bergmann Sigurðarson,Björn Sigurðarson,https://cdn.sportmonks.com/images/soccer/players/20/2356.png,186.0,81.0,1991-02-26,male
2369,1,462,462,97068.0,221.0,,26,R. Jenkins,Ross,Jenkins,Ross Jenkins,Ross Jenkins,https://cdn.sportmonks.com/images/soccer/placeholder.png,182.0,81.0,1990-11-09,male
2371,1,1640,1640,,,,26,R. Austin,Rodolph William,Austin,Rodolph William Austin,Rodolph Austin,https://cdn.sportmonks.com/images/soccer/players/3/2371.png,184.0,84.0,1985-06-01,male
2384,1,462,462,73429.0,221.0,,26,M. Bartley,Marvin,Bartley,Marvin Bartley,Marvin Bartley,https://cdn.sportmonks.com/images/soccer/players/16/2384.png,190.0,79.0,1986-07-04,male
2399,1,462,462,68043.0,24.0,24.0,24,A. Legzdins,Adam,Legzdins,Adam Legzdins,A. Legzdiņš,https://cdn.sportmonks.com/images/soccer/players/31/2399.png,190.0,78.0,1986-11-28,male
2411,1,712,712,87751.0,25.0,155.0,25,S. Yun,Suk-Young,Yun,Suk-Young Yun,Seok-yeong Yun ,https://cdn.sportmonks.com/images/soccer/players/11/2411.png,183.0,74.0,1990-02-13,male
2419,1,462,462,84263.0,26.0,153.0,26,D. Davis,David,Davis,David Davis,David Davis,https://cdn.sportmonks.com/images/soccer/players/19/2419.png,173.0,82.0,1991-02-20,male
2452,1,462,462,66286.0,25.0,155.0,26,J. Obita,Jordan,Obita,Jordan Obita,Jordan Obita,https://cdn.sportmonks.com/images/soccer/players/20/2452.png,181.0,74.0,1993-12-08,male
2457,1,462,462,9794.0,27.0,151.0,27,J. Garner,Joe,Garner,Joe Garner,Joe Garner,https://cdn.sportmonks.com/images/soccer/players/25/2457.png,178.0,75.0,1988-04-12,male
2460,1,1161,1161,,,153.0,26,J. O'Brien,Jim,O'Brien,Jim O'Brien,Jim O'Brien,https://cdn.sportmonks.com/images/soccer/players/28/2460.png,180.0,63.0,1987-09-28,male
2467,1,462,1161,96867.0,26.0,158.0,27,A. MacDonald,Alexander,MacDonald,Alexander MacDonald,A. MacDonald,https://cdn.sportmonks.com/images/soccer/placeholder.png,175.0,71.0,1990-04-14,male
2471,1,1161,1161,,26.0,,26,G. Wylde,Gregg,Wylde,Gregg Wylde,Gregg Wylde,https://cdn.sportmonks.com/images/soccer/placeholder.png,175.0,72.0,1991-03-23,male
2472,1,462,404,51663.0,27.0,151.0,27,C. Kazim-Richards,Colin,Kazim-Richards,Colin Kazim-Richards,Colin Kazim-Richards,https://cdn.sportmonks.com/images/soccer/players/8/2472.png,187.0,74.0,1986-08-26,male
2474,1,462,462,51663.0,25.0,,25,M. Addison,Miles,Addison,Miles Addison,Miles Addison,https://cdn.sportmonks.com/images/soccer/placeholder.png,189.0,93.0,1989-01-07,male
2476,1,462,462,51663.0,27.0,,26,J. Emmanuel-Thomas,Jay Aston,Emmanuel-Thomas,Jay Aston Emmanuel-Thomas,Jay Emmanuel-Thomas,https://cdn.sportmonks.com/images/soccer/players/12/2476.png,191.0,76.0,1990-12-27,male
2492,1,98,98,22096.0,221.0,,27,S. McDonald,Scott,McDonald,Scott McDonald,Scott McDonald,https://cdn.sportmonks.com/images/soccer/players/28/2492.png,173.0,78.0,1983-08-21,male
2495,1,1424,1424,,26.0,,26,M. Zemmama,Merouane,Zemmama,Merouane Zemmama,Merouane Zemmama,https://cdn.sportmonks.com/images/soccer/placeholder.png,172.0,66.0,1983-10-07,male
2498,1,1161,1161,,25.0,,25,C. Dailly,Christian,Dailly,Christian Dailly,Christian Dailly,https://cdn.sportmonks.com/images/soccer/placeholder.png,183.0,80.0,1973-10-23,male
2499,1,1161,1161,,221.0,,25,S. McManus,Stephen,McManus,Stephen McManus,Stephen McManus,https://cdn.sportmonks.com/images/soccer/players/3/2499.png,188.0,79.0,1982-09-10,male
2506,1,462,462,96513.0,25.0,,25,L. Naylor,Lee,Naylor,Lee Naylor,Lee Naylor,https://cdn.sportmonks.com/images/soccer/placeholder.png,178.0,76.0,1980-03-19,male
